Mystic_id,Forgotten Metropolis,Enchanted Town of the West,Cryptic City by the Sea,Mysterious Capital of the North,Bizarre Borough of the South,Arcane Village in the Mountains,Whimsical Hamlet of the Forest,Surreal Settlement by the River,Illusory Isle in the Sky,Dreamlike Downtown of the Desert,Hypnotic Heights of the Highlands,Illogical Level of Livability
938,8,0.725,0.22,2.1,0.083,29,66,0.99628,3.36,0.56,10.2,5
939,11.8,0.41,0.44,3,0.083,6,12,0.9986,3.23,0.64,11.4,5
940,8,0.27,0.4,2.4,0.123,8,20,0.99623,3.3,0.68,11.9,5
941,7.8,0.58,0.01,4.3,0.096,3,12,0.99568,3.36,0.53,11,7
942,11.5,0.6,0.66,2.4,0.064,6,24,0.9986,3.17,0.85,11,6
943,6.5,0.51,0.05,2.1,0.116,7,31,0.9976,3.5,0.39,9.7,5
944,8.6,0.28,0.49,2.4,0.061,6,18,0.9957,3.3,0.57,9.2,4
945,8.9,0.53,0.24,3.2,0.087,20,58,0.9982,3.39,0.6,10.2,7
946,7.5,0.6,0.01,2.3,0.069,29,46,0.99521,3.35,0.55,10.5,6
947,8.3,0.57,0.29,2,0.114,5,9,0.99408,3.28,0.6,11.1,6
948,10.8,0.47,0.32,2.6,0.084,26,62,0.9986,3.2,0.77,9.8,6
949,6,0.61,0,2,0.171,21,51,0.9976,3.61,0.54,9.3,4
950,7.3,0.42,0.3,2.9,0.072,22,54,0.99516,3.37,0.56,10.5,6
951,6.4,0.36,0.25,1.9,0.063,16,37,0.99439,3.42,0.58,11,6
952,8.4,0.745,0.12,2.1,0.092,16,86,0.9968,3.09,0.67,9.5,5
953,13.3,0.44,0.59,2.5,0.094,5,15,0.9994,2.98,0.68,9.6,3
954,7.5,0.58,0.01,2.3,0.076,23,43,0.9946,3.34,0.46,10.7,5
955,10.8,0.57,0.51,1.8,0.072,6,14,0.9972,3.05,0.57,9.5,5
956,6.6,0.84,0.21,2.1,0.076,11,50,0.99494,3.39,0.6,10.9,6
957,11.5,0.31,0.68,2.6,0.098,8,35,0.99976,3.03,0.67,10.6,6
958,7.3,0.785,0,1.9,0.067,27,63,0.9946,3.59,0.59,9.4,5
959,6.6,0.7,0,2.3,0.123,9,17,0.99568,3.59,0.67,10.2,5
960,6.6,0.34,0.29,2.4,0.098,15,33,0.99408,3.44,0.62,11.9,6
961,8.2,0.38,0.45,2.4,0.065,31,52,0.99332,3.21,0.69,11,5
962,8.8,0.28,0.49,2.8,0.093,32,68,0.9994,3.31,0.63,10,7
963,13,0.37,0.66,2.2,0.088,6,24,0.9986,3.24,0.82,10.5,6
964,7.8,0.59,0,1.6,0.074,24,38,0.9964,3.41,0.65,11.7,7
965,9.6,0.69,0.24,2.4,0.071,16,40,0.9988,3.19,0.62,9.3,5
966,7.1,0.57,0.19,3.2,0.077,15,61,0.9979,3.19,0.52,9.8,5
967,7.4,0.835,0.03,1.7,0.09,23,44,0.99514,3.39,0.68,11.2,6
968,6.5,0.34,0.29,1.3,0.07,34,85,0.99494,3.42,0.92,10.6,6
969,8.5,0.31,0.52,2.1,0.084,24,44,0.99538,3.36,0.85,11,7
970,7.5,0.64,0.21,3.3,0.096,23,119,0.99572,3.14,0.5,9.5,5
971,8.8,0.28,0.6,2.4,0.071,12,24,0.99728,3.29,0.69,11,7
972,8.1,0.885,0.23,2,0.058,15,28,0.99578,3.28,0.6,9.7,5
973,7.8,0.49,0.29,1.8,0.084,35,106,0.99685,3.35,0.62,9.5,6
974,8.1,0.8,0,1.8,0.078,19,35,0.9969,3.28,0.56,9.6,5
975,7.6,0.36,0.29,2.1,0.104,9,23,0.9963,3.31,0.58,10.8,5
976,8,0.37,0.52,4.6,0.063,27,51,0.99374,3.3,0.77,12.5,7
977,9.2,0.61,0.23,2.3,0.086,21,49,0.9976,3.12,0.54,9.2,4
978,6.8,0.66,0,1.4,0.057,14,25,0.99498,3.41,0.6,12.1,6
979,6.7,0.42,0.32,1.7,0.07,26,86,0.9934,3.52,0.84,12.6,7
980,6.6,0.57,0.02,1.9,0.084,27,53,0.9958,3.36,0.75,9.8,7
981,10.2,0.43,0.53,1.9,0.072,5,14,0.9972,3.2,0.66,11.2,6
982,9,0.3,0.39,2.6,0.082,19,49,0.9976,3.3,0.49,9.4,5
983,8.8,0.48,0.31,3.9,0.084,6,15,0.9994,3.37,0.77,10.5,6
984,8.3,0.52,0,2.3,0.079,20,49,0.99459,3.38,0.59,12,7
985,9.9,0.31,0.49,6.7,0.098,12,23,0.9994,3.31,0.87,12.4,7
986,7.7,0.54,0.06,2.1,0.071,24,94,0.9961,3.37,0.68,10.9,6
987,7.2,0.63,0.27,1.7,0.081,41,68,0.996,3.53,0.57,9.9,5
988,7.2,0.58,0.3,2.2,0.076,30,54,0.99728,3.29,0.55,9.8,6
989,8.8,1,0.18,2,0.085,14,58,0.9979,3.26,0.66,9.6,5
990,7.1,0.835,0,1.9,0.089,18,38,0.99693,3.26,0.46,9.6,5
991,7.8,0.6,0.26,3.6,0.083,22,84,0.99622,3.35,0.59,9.3,5
992,6.8,0.48,0.3,2,0.084,21,119,0.9959,3.1,0.54,9.5,5
993,9.2,0.28,0.38,2.2,0.093,19,98,0.998,3.33,0.53,9.4,5
994,8,0.76,0.2,2.3,0.072,24,125,0.9976,3.1,0.49,9.6,5
995,8.3,0.5,0.49,2.2,0.09,26,62,0.9974,3.37,0.76,11.4,7
996,9.3,0.31,0.47,1.9,0.075,16,65,0.9984,3.21,0.9,9.5,6
997,8.8,0.39,0.41,2.1,0.053,5,13,0.991,3.29,0.75,12.7,7
998,7.1,0.43,0,2.1,0.065,26,35,0.99684,3.44,0.56,9.8,4
999,7.9,0.46,0.42,1.9,0.052,38,46,0.99504,3.35,0.62,11.5,6
1000,8.8,0.33,0.73,2,0.073,3,37,0.99546,3.37,0.65,13.6,6
1001,7.2,0.84,0,2.2,0.067,32,54,0.9959,3.31,0.54,11,5
1002,8,0.4,0.49,1.4,0.08,11,18,0.99652,3.37,0.77,10.3,6
1003,7.4,0.64,0.26,2.5,0.114,52,102,0.99736,3.25,0.61,9.8,5
1004,12.3,0.6,0.49,2.4,0.092,6,15,1.0004,3.16,0.61,9.8,6
1005,6.4,0.59,0.08,3.1,0.076,24,52,0.9957,3.04,0.57,12,7
1006,7,0.705,0.02,1.9,0.076,27,61,0.99557,3.35,0.61,10.5,5
1007,8.1,0.87,0,1.7,0.067,8,22,0.9967,3.2,0.57,10.5,7
1008,10,0.6,0.22,4.1,0.086,41,110,0.99922,3.15,0.49,9.6,5
1009,10.2,0.35,0.42,2,0.061,18,29,0.99704,3.17,0.71,10,5
1010,8.2,0.625,0.37,2.1,0.093,19,61,0.9986,3.26,0.55,9.2,5
1011,7.5,0.66,0,2.6,0.123,6,15,0.99631,3.38,0.53,10.9,5
1012,7.5,0.65,0.07,2.2,0.1,5,19,0.99598,3.21,0.54,10.1,5
1013,8.8,0.7,0.26,2.1,0.083,23,81,0.99623,3.27,0.64,9.8,6
1014,8.2,0.36,0.31,2,0.087,6,15,0.9966,3.31,0.93,9.4,6
1015,7.1,0.43,0.4,1.9,0.064,32,54,0.99476,3.39,0.64,10.5,6
1016,11.6,0.38,0.53,2.4,0.092,6,16,0.99852,3.15,0.72,11,7
1017,8.3,0.5,0.32,2.9,0.051,40.5,289,0.9984,3.29,0.57,9.2,6
1018,12.5,0.46,0.54,2.6,0.07,6,20,0.999,3.14,0.52,10.9,5
1019,8.7,0.35,0.27,2.4,0.073,25,85,0.99628,3.34,0.85,10.7,7
1020,7.6,0.74,0.21,2.3,0.044,15,27,0.9947,3.28,0.72,9.7,5
1021,6.7,0.725,0.06,2,0.081,21,77,0.9963,3.5,0.53,9.8,5
1022,7.7,0.64,0.26,2.1,0.076,32,44,0.99622,3.28,0.56,9.9,6
1023,7.8,0.28,0.32,2.7,0.064,6,28,0.99334,3.23,0.7,11.9,6
1024,8,0.32,0.25,2.2,0.089,29,66,0.99656,3.13,0.44,10.6,7
1025,7.7,0.46,0.21,4,0.073,30,134,0.9972,3.23,0.5,9,5
1026,12.6,0.27,0.49,1.7,0.041,6,16,0.99526,3.14,0.77,12.7,7
1027,7.5,0.57,0.02,5.5,0.078,12,19,0.99745,3.22,0.6,10.5,5
1028,7.1,0.69,0,1.9,0.041,26,48,0.99661,3.51,0.59,9.5,5
1029,7.6,0.63,0.27,2,0.104,8,18,0.99613,3.27,0.54,9.8,6
1030,8.9,0.43,0.24,1.9,0.094,16,86,0.99734,3.27,0.56,10.5,5
1031,8,0.38,0.3,2,0.05,5,15,0.9958,3.3,0.42,10.2,5
1032,6.4,0.49,0.19,2.3,0.077,22,54,0.9948,3.34,0.54,9.4,7
1033,6.7,0.27,0.43,1.6,0.08,21,37,0.9948,3.33,0.8,12.1,7
1034,9.1,0.49,0.28,3.4,0.082,16,104,0.9976,3.28,0.6,9.3,5
1035,7.6,0.33,0.2,1.7,0.069,8,20,0.9964,3.2,0.43,9.5,4
1036,12.3,0.39,0.49,2.7,0.1,15,112,1.0014,3.08,0.53,9.5,5
1037,7.8,0.77,0.01,2.3,0.078,12,87,0.9967,3.42,0.52,9.5,5
1038,6.9,0.715,0.1,2.1,0.089,17,81,0.99855,3.56,0.52,9.5,5
1039,7.2,0.58,0,2.1,0.079,6,12,0.99387,3.33,0.62,12,6
1040,6.1,0.52,0,2.3,0.072,16,52,0.99354,3.54,0.86,12.1,8
1041,12,0.24,0.66,3.3,0.091,14,47,1.0004,3.16,0.79,11,6
1042,12.5,0.44,0.63,2.3,0.085,24,38,0.99704,3.17,0.73,10.3,6
1043,7.1,0.45,0.3,1.7,0.086,20,84,0.99656,3.42,0.55,9.2,5
1044,6.2,0.38,0.32,2.2,0.073,19,54,0.99636,3.53,0.64,9.6,5
1045,8.4,0.6,0.28,3,0.075,10,41,0.9978,3.12,0.49,11.7,6
1046,6.8,0.735,0.08,1.8,0.1,12,65,0.9964,3.45,0.52,9.5,4
1047,7.9,0.77,0,1.9,0.057,6,18,0.99628,3.36,0.46,9.5,5
1048,8.2,0.31,0.4,2.3,0.079,31,67,0.99716,3.31,0.71,9.5,6
1049,7.6,0.61,0.07,2,0.094,17,45,0.9981,3.41,0.7,10.3,6
1050,8.7,0.27,0.53,2.4,0.082,7,18,0.99774,3.6,1.17,9.7,5
1051,12.5,0.39,0.49,3.9,0.065,6,24,0.9986,3.18,0.63,10,4
1052,8.3,0.835,0,2.2,0.084,6,31,0.9978,3.33,0.53,10.5,6
1053,7.6,0.74,0,1.4,0.055,16,44,0.99182,3.44,0.4,10.1,6
1054,6.4,0.63,0.14,1.8,0.062,13,23,0.99538,3.68,0.63,10.4,7
1055,8,0.43,0.59,2.5,0.085,7,11,0.99718,3.2,0.64,12.4,6
1056,6.8,0.64,0.09,2.2,0.085,35,70,0.99815,3.4,0.69,12,7
1057,12,0.48,0.63,3.3,0.084,6,15,1,3.2,0.64,9.4,6
1058,7.7,0.48,0.2,1.8,0.067,19,50,0.9963,3.33,0.62,9.5,6
1059,8.5,0.64,0.45,3.6,0.097,5,16,0.9976,3.24,0.66,9.9,8
1060,6.5,0.36,0.16,1.8,0.064,15,35,0.99397,3.49,0.62,11.3,6
1061,10.2,0.32,0.45,2,0.072,14,32,0.9956,3.33,0.76,11.2,6
1062,6.7,0.53,0.24,2.3,0.077,21,51,0.9948,3.34,0.6,12.8,7
1063,7.5,0.49,0.31,1.8,0.102,19,50,0.99648,3.37,0.53,10.9,6
1064,8.8,0.5,0.09,2.4,0.073,35,53,0.99745,3.15,0.57,12.3,6
1065,10.1,0.27,0.43,2.3,0.095,11,18,0.99584,3.02,0.81,13.6,7
1066,11.6,0.32,0.55,2.4,0.085,14,31,1.00012,3.07,0.54,9.8,5
1067,7.6,0.34,0.33,1.9,0.076,16,46,0.9972,3.34,0.77,10,6
1068,11.5,0.32,0.63,2.6,0.082,12,29,0.9996,3.28,0.78,10.9,8
1069,11.7,0.84,0.36,2,0.074,7,31,0.99575,3.23,0.73,10.9,5
1070,9,0.56,0.19,2.3,0.073,13,48,0.99451,3.39,0.82,11.2,7
1071,9.3,0.5,0.49,5.5,0.117,18,112,0.9982,3.22,0.5,9.4,5
1072,7.7,0.53,0.18,2.6,0.106,12,31,0.99622,3.3,0.93,10,6
1073,12.6,0.48,0.49,1.7,0.091,10,50,0.9997,2.98,0.64,10.2,5
1074,10.6,0.59,0.49,2.2,0.095,20,49,1.0002,3.19,0.49,9.5,6
1075,7.7,0.43,0.32,2.2,0.071,28,121,0.9966,3.32,0.83,9.5,5
1076,8.1,0.39,0.39,4.3,0.095,5,10,0.99408,3.37,0.62,12,6
1077,8.4,0.24,0.34,2.2,0.062,6,12,0.99565,3.27,0.83,10,6
1078,6.4,0.63,0.03,2.1,0.084,16,65,0.99508,3.58,0.63,11.8,6
1079,7.2,0.72,0,2.1,0.068,20,46,0.99494,3.42,0.72,11.2,7
1080,11.9,0.38,0.55,2.4,0.128,6,23,1.0008,3.16,0.62,9.5,5
1081,9.1,0.64,0.22,2.5,0.082,32,48,0.99692,3.24,0.62,10,6
1082,12.8,0.4,0.5,8.3,0.083,18,98,1.0022,3.07,0.53,12,5
1083,8.6,0.3,0.36,2.2,0.09,36,100,0.99517,3.21,0.74,11.4,7
1084,7.4,0.49,0.26,1.7,0.077,33,85,0.99622,3.35,0.58,9.2,5
1085,8.9,0.34,0.36,1.9,0.08,27,69,0.99748,3.39,0.77,12.5,6
1086,7.1,0.69,0.06,2,0.087,21,51,0.9955,3.41,0.39,10.3,6
1087,10.4,0.475,0.63,2.6,0.091,7,20,0.9994,3.16,0.77,13.3,7
1088,8.6,0.41,0.49,2.8,0.092,24,33,0.9986,3.2,0.73,11.3,6
1089,5.6,0.56,0.07,1.7,0.044,8,18,0.99385,3.38,0.62,11.1,6
1090,7.4,0.3,0.3,1.9,0.082,13,31,0.99388,3.52,0.88,12.8,7
1091,11.3,0.41,0.54,2.6,0.072,3,9,0.99504,3.26,0.76,11.7,6
1092,7.8,0.31,0.36,2.1,0.109,5,10,0.99734,3.29,0.54,11.7,6
1093,11.9,0.38,0.49,3,0.1,5,13,1.0003,3.14,0.61,10,6
1094,6.6,0.58,0.02,6.6,0.082,6,14,0.9948,3.36,0.58,12.5,7
1095,9.2,0.84,0.26,2.2,0.104,52,98,0.998,3.22,0.62,9.4,5
1096,6.9,0.36,0.31,1.9,0.074,26,65,0.99387,3.35,0.82,11.9,7
1097,6.2,0.51,0.11,2.2,0.084,14,26,0.99538,3.54,0.89,11.1,6
1098,7.4,0.47,0.47,2.3,0.061,24,64,0.9979,3.25,0.48,9.5,5
1099,7.4,0.56,0.26,2.2,0.062,12,31,0.99408,3.35,0.88,12.6,7
1100,8.9,0.41,0.31,4,0.097,15,49,0.9969,3.21,0.62,11.2,6
1101,7.7,0.55,0.21,1.9,0.085,15,65,0.9969,3.16,0.56,10.5,5
1102,6.6,0.59,0,1.5,0.069,5,10,0.99458,3.44,0.6,10.3,6
1103,12.4,0.39,0.49,5.8,0.081,9,42,1.0022,3.03,0.57,9.4,6
1104,8.6,0.745,0.24,1.8,0.123,5,10,0.99498,3.16,0.48,9.5,5
1105,7.3,0.81,0.13,4.3,0.076,28,54,0.99668,3.38,0.46,9.5,5
1106,6.2,0.84,0.04,1.8,0.099,16,44,0.9934,3.56,0.56,11.4,5
1107,8.4,0.48,0.24,2.6,0.079,19,110,0.9976,3.12,0.49,9.4,5
1108,8.2,1.18,0.25,1.8,0.081,11,65,0.99632,3.31,0.55,9.5,5
1109,8.5,0.6,0.22,2.3,0.081,21,119,0.9968,3.27,0.56,9.3,5
1110,7.4,0.59,0.26,2,0.082,31,92,0.99694,3.52,0.49,9.7,6
1111,13.5,0.35,0.49,1.6,0.084,14,35,0.9981,3.04,0.66,9.4,4
1112,10.3,0.31,0.59,2.8,0.092,6,21,0.9994,3.19,0.61,13.4,6
1113,7.8,0.5,0.19,3.9,0.084,10,35,0.99688,3.26,0.71,9.8,5
1114,7.2,0.735,0.02,1.9,0.086,29,90,0.9971,3.38,0.5,9.1,5
1115,8.1,0.28,0.49,2.3,0.095,18,95,0.9962,3.31,0.6,9.4,7
1116,7.8,0.545,0.12,5.2,0.096,11,25,0.99577,3.36,0.69,10.55,5
1117,13.3,0.615,0.6,2.8,0.083,6,62,1.0022,3,0.74,10,5
1118,8.2,0.82,0.03,1.8,0.078,18,38,0.9973,3.27,0.57,9.5,5
1119,7.9,0.655,0.14,2.5,0.056,3,8,0.99362,3.35,0.59,12.1,7
1120,9.5,0.39,0.31,2.8,0.094,21,51,0.99782,3.27,0.55,9.5,5
1121,8,0.47,0.3,1.6,0.067,20,110,0.999,3.2,1.17,9.4,5
1122,7.1,0.43,0.41,3.3,0.052,14,25,0.99458,3.44,0.71,11.5,6
1123,7,0.26,0.35,2,0.073,9,92,0.99613,3.42,0.71,10,7
1124,7.6,0.78,0.26,4.5,0.084,24,58,0.9972,3.27,0.54,9.1,4
1125,7.4,0.56,0,2,0.092,29,60,0.99619,3.43,0.6,10.5,6
1126,8.9,0.28,0.33,2.6,0.058,15,29,0.99528,3.12,0.57,10.8,5
1127,6.8,0.3,0.42,2,0.071,24,64,0.9948,3.55,0.77,12.9,7
1128,10.9,0.62,0.38,1.8,0.088,52,74,0.99708,3.15,0.52,9.5,5
1129,5.1,0.84,0,2.3,0.058,17,43,0.99258,3.18,0.68,12.8,7
1130,8.2,0.43,0.22,2.3,0.082,36,90,0.9982,3.39,0.52,10,5
1131,8.6,0.38,0.3,1.5,0.084,11,119,0.9965,3.2,1.12,9.4,5
1132,8.4,0.35,0.57,2.3,0.074,6,15,0.99566,3.25,0.53,9.3,5
1133,9.9,0.6,0.49,2.7,0.086,23,143,0.9976,3.03,0.57,9.4,5
1134,7.7,0.78,0.1,2.2,0.1,13,27,0.99628,3.1,0.49,11.2,5
1135,7,0.43,0.16,2.2,0.064,26,48,0.9952,3.44,0.59,11.7,6
1136,8.2,0.31,0.24,2.2,0.064,25,52,0.99408,3.43,0.77,12.7,7
1137,6.7,0.43,0.24,5.6,0.05,19,37,0.9934,3.38,0.77,12.2,7
1138,7.6,0.57,0.24,1.7,0.079,16,65,0.99578,3.15,0.47,9.5,5
1139,8.8,0.4,0.53,2.2,0.105,7,20,0.995,3.21,0.57,11.06666667,6
1140,8,0.46,0.23,2.1,0.081,23,49,0.99636,3.37,0.75,10.7,6
1141,6,0.76,0,2.1,0.084,19,43,0.99508,3.52,0.5,9.4,4
1142,8,0.48,0.24,1.6,0.067,16,20,0.99672,3.3,0.87,10.4,6
1143,9.1,0.4,0.53,1.6,0.077,5,28,0.9974,3.26,1.13,9.1,4
1144,8.2,0.35,0.32,2.2,0.073,30,69,0.99242,3.3,0.73,12.6,6
1145,5.6,0.65,0,1.8,0.07,18,38,0.99157,3.68,0.53,9.8,6
1146,7.5,0.42,0.57,2,0.077,10,21,0.9968,3.21,0.68,10,6
1147,7,0.66,0,2.5,0.048,9,25,0.9968,3.36,0.52,9.8,6
1148,9.9,0.49,0.49,2,0.084,32,141,0.9976,3.21,0.54,9.6,5
1149,9.9,0.67,0.21,2.6,0.071,6,27,0.9982,3.15,0.47,11.9,5
1150,8.9,0.46,0.45,3.2,0.074,7,16,0.99914,3.29,0.71,11.7,7
1151,7.6,0.62,0.01,2.1,0.091,28,42,0.99504,3.38,0.51,11.8,5
1152,6.6,0.58,0.06,1.7,0.062,16,46,0.9958,3.38,0.54,10.5,6
1153,8.9,0.32,0.55,2.2,0.099,6,14,0.99562,3.36,0.85,11.1,8
1154,7.3,0.39,0.3,1.7,0.081,20,84,0.99538,3.48,0.48,10.4,5
1155,6.5,0.66,0,1.9,0.058,24,58,0.9958,2.94,0.6,9.2,6
1156,7.7,0.56,0.05,1.8,0.07,7,16,0.99546,3,1.17,10.1,7
1157,6.7,0.39,0.31,2,0.056,20,49,0.99472,3.38,0.81,12.5,6
1158,8,0.48,0.11,1.9,0.091,36,48,0.99782,3.32,0.66,9.6,6
1159,8.1,0.55,0.03,1.7,0.081,12,86,0.9972,3.2,0.43,9,5
1160,10.2,0.49,0.37,5.8,0.214,7,32,1.001,3.16,0.62,11.8,6
1161,7.7,0.43,0.42,2,0.074,24,44,0.9962,3.21,0.66,11,6
1162,7,0.735,0.02,2.6,0.084,20,47,0.9988,3.47,0.6,9.4,6
1163,7.3,0.935,0,1.9,0.068,24,66,0.99603,3.4,0.54,9.8,5
1164,8.1,0.37,0.49,1.6,0.07,7,24,0.9972,3.26,1.13,9.3,5
1165,7,0.39,0.32,3.8,0.08,4,9,0.99642,3.39,0.67,9.4,5
1166,12.6,0.34,0.53,2.5,0.082,6,22,0.9988,3.3,0.66,10.6,7
1167,7.1,0.66,0,2.3,0.097,26,52,0.9976,3.44,0.54,9.4,5
1168,8.3,0.96,0,2.1,0.086,6,19,0.9978,3.39,0.52,9.4,5
1169,6.8,0.715,0.03,1.8,0.057,13,28,0.99528,3.36,0.44,11.8,8
1170,9.6,0.3,0.39,2.5,0.093,15,38,0.9981,3.28,0.87,9.5,6
1171,7,0.66,0,2,0.071,33,44,0.99494,3.38,0.8,10.9,6
1172,7.9,0.27,0.27,2.2,0.104,17,43,0.99716,3.52,0.73,10.1,5
1173,6,0.3,0.43,1.7,0.069,26,60,0.9958,3.36,0.83,9.4,4
1174,6.9,0.64,0.23,2.1,0.073,32,46,0.9963,3.35,0.64,10.1,6
1175,8.7,0.36,0.23,2.3,0.071,20,136,0.9976,3.16,0.49,9.8,5
1176,11.9,0.4,0.49,3,0.095,6,22,1.0026,3.16,0.49,9.3,5
1177,8.9,0.4,0.45,2.2,0.044,6,21,0.99388,3.48,0.69,13.2,5
1178,7.7,0.6,0,1.7,0.089,16,30,0.99538,3.36,0.44,10,7
1179,7.4,0.51,0.01,2.3,0.058,34,66,0.99516,3.32,0.56,11.7,5
1180,7,0.44,0.24,1.8,0.083,31,131,0.9969,3.47,0.57,9.4,5
1181,7.5,0.56,0.03,2.6,0.077,28,109,0.9966,3.35,0.61,9.8,5
1182,7.7,0.6,0.28,1.9,0.077,17,119,0.99628,3.26,0.49,9.9,6
1183,8.4,0.39,0.54,2.5,0.091,14,81,0.999,3.17,0.69,9.6,3
1184,6.1,0.58,0.02,2.1,0.074,6,13,0.99538,3.58,0.66,11.2,5
1185,10.4,0.28,0.48,5.5,0.093,6,17,0.99738,3.26,0.87,11.9,7
1186,7.5,0.6,0.26,1.9,0.063,16,86,0.99613,3.26,0.53,9.8,5
1187,8.1,0.61,0.3,2.2,0.084,33,85,0.99752,3.28,0.61,9.4,6
1188,9.4,0.56,0.25,2,0.088,29,58,0.9982,3.14,0.86,9.7,6
1189,7.8,0.53,0.06,2.1,0.114,6,15,0.9964,3.27,0.59,9.8,7
1190,11.9,0.38,0.49,1.4,0.095,7,28,0.9982,3.11,0.82,9.5,6
1191,7.6,0.66,0.03,1.6,0.078,15,48,0.99586,3.33,0.47,10,6
1192,6.2,0.59,0,1.8,0.055,6,12,0.9958,3.45,0.54,11,5
1193,7.2,0.66,0.03,3,0.083,5,15,0.99761,3.38,0.48,10,6
1194,9.8,0.6,0.28,2.4,0.076,33,79,0.99748,3.28,0.53,9.8,5
1195,6.8,0.6,0.14,1.9,0.086,19,35,0.99522,3.51,0.57,9.1,6
1196,10.3,0.47,0.47,2.1,0.085,24,64,0.99965,3.18,0.93,11,6
1197,6.9,0.4,0.27,2.1,0.056,6,13,0.99672,3.26,0.6,11.3,6
1198,8.8,0.39,0.6,2,0.082,9,22,0.99622,3.4,0.59,10.7,6
1199,8.5,0.52,0.08,2.9,0.076,31,58,1.0002,3.48,0.72,10.9,6
1200,5.1,0.53,0.04,1.7,0.044,4,12,0.99385,3.67,0.69,10.1,6
1201,7.1,1.035,0.15,2,0.074,13,29,0.99438,3.29,0.48,11.7,6
1202,11.9,0.39,0.6,3,0.095,16,39,1.0004,3.16,0.68,11,7
1203,9.3,0.69,0.28,1.4,0.085,13,47,0.99652,3.34,0.48,9.7,6
1204,9.9,0.5,0.21,2.1,0.07,13,31,0.99444,3.34,0.85,12.9,7
1205,7.5,0.6,0.26,2.1,0.079,31,131,0.99612,3.27,0.62,10,6
1206,8.3,0.745,0.11,2.1,0.111,10,22,0.99668,3.19,0.5,9.5,5
1207,6,0.96,0,1.6,0.072,16,44,0.9956,3.58,0.56,9.4,5
1208,7.9,0.74,0.05,1.7,0.062,34,61,0.9963,3.5,1.26,9.2,5
1209,11.7,0.27,0.54,2.6,0.095,6,14,0.9984,3.17,0.53,9.7,5
1210,7.7,0.32,0.32,2.8,0.079,51,77,0.99388,3.36,0.77,12.5,7
1211,8.7,0.57,0.26,2.6,0.094,24,147,0.9994,3.21,0.57,9.9,6
1212,7.4,0.43,0.2,5.1,0.095,3,10,0.9971,3.25,0.72,9.2,5
1213,8.2,0.64,0.26,2.7,0.087,9,106,0.9972,3.26,0.59,9.3,5
1214,9.9,0.615,0.24,5.15,0.098,4,11,0.9966,3.29,0.67,9.5,5
1215,8.9,0.47,0.49,2.7,0.055,5,11,0.99182,3.39,0.62,11.8,6
1216,7.3,0.31,0.36,2.6,0.054,6,15,0.99565,3.32,0.81,11,6
1217,7.2,0.63,0.28,2.6,0.093,17,88,0.99736,3.3,0.53,9.5,5
1218,7.8,0.53,0.09,2.5,0.123,12,19,0.99568,3.52,0.69,10.4,6
1219,10,0.39,0.47,2.2,0.109,17,43,0.9994,3.1,0.7,9.1,6
1220,7.3,0.56,0.14,1.9,0.077,12,19,0.9972,3.41,0.62,9,5
1221,8.1,0.51,0,1.7,0.123,6,12,0.99624,3.32,0.74,11,7
1222,9.4,0.28,0.49,2.5,0.104,5,14,0.998,3.14,0.57,10.7,6
1223,10.1,0.28,0.55,2,0.092,15,53,0.9994,3.19,0.62,10,6
1224,8.2,0.6,0.22,2,0.084,17,104,0.9976,3.28,0.54,9.4,5
1225,7.1,0.725,0,2.1,0.066,6,15,0.99162,3.38,0.39,11.9,6
1226,7.5,0.62,0.2,3.3,0.075,35,122,0.9978,3.21,0.52,9.2,5
1227,9.3,0.29,0.6,2.4,0.068,25,48,0.99914,3.27,0.87,11.4,8
1228,9.1,0.31,0.28,3.4,0.077,29,88,0.99788,3.31,0.62,9.6,5
1229,5.7,0.685,0.11,2,0.093,6,32,0.99668,3.3,0.65,9.8,5
1230,5.6,0.41,0,2.1,0.065,7,16,0.99252,3.54,0.76,12.5,6
1231,6.8,0.61,0.2,1.8,0.078,36,46,0.99498,3.39,0.63,10.3,7
1232,10.6,0.39,0.49,2.1,0.09,13,54,0.9994,3.16,0.61,9.4,5
1233,9.8,0.5,0.58,2,0.082,27,67,0.9988,3.03,0.56,9.4,5
1234,11.1,0.38,0.66,2,0.08,5,13,0.99652,3.1,0.68,11.5,6
1235,6,0.675,0.22,2.1,0.076,17,38,0.99636,3.53,0.58,10.7,5
1236,10,0.56,0.24,2.1,0.102,5,13,0.9994,3.25,0.68,10.4,7
1237,8.3,0.31,0.41,2.5,0.08,13,56,0.9984,3.17,0.61,10.3,5
1238,6.4,0.64,0,2,0.096,7,16,0.99712,3.61,0.52,11.6,6
1239,7,0.735,0.01,2.3,0.08,34,68,0.99492,3.39,0.56,10,6
1240,7.9,0.57,0.02,3,0.076,8,19,0.9964,3.36,0.54,9.8,5
1241,9.9,0.6,0.49,2,0.091,40,64,0.99578,3.3,0.61,12,7
1242,8.7,0.44,0.4,2.2,0.094,6,14,0.998,3.31,0.93,9.5,6
1243,8.8,0.31,0.37,2.2,0.079,19,49,0.99732,3.41,0.79,9.6,7
1244,9.9,0.43,0.49,5.2,0.084,3,23,1.0021,3.3,0.61,12,5
1245,9.5,0.44,0.38,2.2,0.038,6,20,0.99914,3.15,0.85,11.8,6
1246,6.4,0.695,0,1.8,0.056,4,10,0.99536,3.51,0.56,11.9,6
